Date,TotalDailyEnergy_GWh,maxtp,mintp,ConfirmedCovidCases,TotalConfirmedCovidCases,ConfirmedCovidDeaths,TotalCovidDeaths
03/06/2020,70.3,19.1,9.9,47,25111,3,1659
04/06/2020,69.208,14.9,9.5,38,25142,5,1664
05/06/2020,67.782,16.4,6.4,28,25163,7,1670
06/06/2020,59.85,13.5,6.4,24,25183,9,1678
07/06/2020,60.734,15.4,10.7,25,25201,1,1679
08/06/2020,68.934,13.7,9.7,9,25207,4,1683
09/06/2020,70.565,15.4,9.2,9,25215,9,1691
10/06/2020,70.088,14.8,9.7,19,25231,5,1695
11/06/2020,70.437,18.1,9.2,8,25238,8,1703
12/06/2020,69.985,17,10.6,13,25250,3,1705
13/06/2020,63.46,19.8,12.5,46,25295,5,1705
14/06/2020,63.904,21.4,12.2,8,25303,1,1706
15/06/2020,72.478,22.6,9.3,18,25321,0,1706
16/06/2020,71.173,16.6,11.7,14,25334,3,1709
17/06/2020,70.162,16.9,11.3,8,25341,3,1710
18/06/2020,70.779,18,9.6,16,25355,4,1714
19/06/2020,67.866,18.1,9,13,25368,2,1714
20/06/2020,53.306,16.9,9.6,22,25374,2,1715
21/06/2020,61.444,16.7,12.2,6,25379,0,1715
22/06/2020,71.297,20.7,12.1,4,25383,2,1717
23/06/2020,72.108,16.9,12.3,10,25391,3,1720
24/06/2020,72.927,20,11.9,5,25396,6,1726
25/06/2020,74.167,21.7,12.5,11,25405,1,1727
26/06/2020,70.269,17.5,13.1,11,25414,3,1730
27/06/2020,61.543,15.2,12.1,23,25437,6,1734
28/06/2020,60.68,15.3,11.2,1,25438,1,1735
29/06/2020,69.559,13.3,11.2,24,25462,0,1735
30/06/2020,70.667,16.1,11.2,11,25473,1,1736
01/07/2020,70.049,16.4,10.4,6,25477,3,1738
02/07/2020,70.639,18,11.5,15,25489,5,1738
03/07/2020,71.384,17.9,11.9,9,25498,2,1740
04/07/2020,64.132,17.7,13,11,25509,1,1741
05/07/2020,61.394,15.6,11.6,18,25527,0,1741
06/07/2020,70.936,17.2,11.2,4,25531,0,1741
07/07/2020,72.279,15.6,11,24,25538,1,1742
08/07/2020,71.796,16.1,12.7,11,25542,0,1738
09/07/2020,71.524,18.4,10.7,23,25565,6,1743
10/07/2020,70.136,17.1,8.5,25,25589,1,1744
11/07/2020,64.838,19.6,8.8,23,25611,2,1746
12/07/2020,63.44,18.5,12,17,25628,0,1746
13/07/2020,72.363,17.1,12.2,11,25638,0,1746
14/07/2020,72.228,15.4,11.5,32,25670,0,1746
15/07/2020,72.73,18.4,12.9,14,25683,2,1748
16/07/2020,75.669,21.4,13.8,21,25698,1,1749
17/07/2020,74.434,17.4,15,34,25730,3,1752
18/07/2020,64.62,18.2,9.7,21,25750,2,1753
19/07/2020,64.125,18.7,7,10,25760,0,1753
20/07/2020,71.994,19.4,7,6,25766,0,1753
21/07/2020,73.57,20,8.4,36,25802,0,1753
22/07/2020,74.431,19.6,13.8,17,25819,1,1754
23/07/2020,73.079,18.9,13.4,7,25826,9,1763
24/07/2020,72.463,19.9,12.7,20,25845,0,1763
25/07/2020,54.966,17.8,13.4,24,25869,1,1764
26/07/2020,62.227,17.3,13,12,25881,0,1764
27/07/2020,71.314,17.2,13,11,25892,0,1764
28/07/2020,71.489,17.8,11.7,40,25929,0,1764
29/07/2020,71.851,15.9,12.1,14,25942,0,1764
30/07/2020,73.02,19.1,15.6,85,26027,1,1763
31/07/2020,74.319,20.8,13.6,38,26065,0,1763
01/08/2020,63.461,17.2,12.2,45,26109,0,1763
02/08/2020,62.296,17.2,11.3,53,26162,0,1763
03/08/2020,63.404,17.9,12.1,46,26208,0,1763
04/08/2020,75.345,22,12.9,45,26253,0,1763
05/08/2020,75.558,18.8,14.5,50,26303,0,1763
06/08/2020,76.095,22.1,12.4,69,26372,5,1768
07/08/2020,75.747,20.1,11.5,98,26470,4,1772
08/08/2020,67.477,22.3,9.6,174,26644,1,1772
09/08/2020,70.097,22.9,13.7,68,26712,0,1772
10/08/2020,75.188,21,14,57,26768,0,1772
11/08/2020,78.198,22.9,13.1,35,26801,1,1773
12/08/2020,76.987,24.1,12.8,40,26838,1,1774
13/08/2020,79.014,22,14.2,92,26929,0,1774
14/08/2020,81.841,23,16.6,67,26995,0,1774
15/08/2020,73.851,23.6,16.2,200,27191,0,1774
16/08/2020,68.189,21.6,16.7,66,27257,0,1774
17/08/2020,74.174,18.7,15.5,56,27313,0,1774
18/08/2020,77.039,21.7,13.4,190,27499,1,1775
19/08/2020,75.439,18.9,14,54,27547,2,1775
20/08/2020,73.08,19.6,13.3,136,27676,1,1776
21/08/2020,72.134,18.5,13.7,79,27755,0,1776
22/08/2020,54.907,16.1,13.9,156,27908,2,1777
23/08/2020,62.837,17.4,13.6,61,27969,0,1777
24/08/2020,72.94,20.5,13.5,147,28116,0,1777
25/08/2020,73.218,17.6,14.1,92,28201,0,1777
26/08/2020,73.859,18.4,13.3,164,28363,0,1777
27/08/2020,74.466,17.5,12.5,93,28453,0,1777
28/08/2020,71.18,18,10.7,127,28578,0,1777
29/08/2020,61.754,16,8.9,142,28720,0,1777
30/08/2020,61.385,16.5,6.3,42,28760,0,1777
31/08/2020,70.498,18.6,8.2,53,28811,0,1777
01/09/2020,73.195,21,14.1,217,29025,0,1777
02/09/2020,78.441,20.2,14.8,89,29114,1,1777
03/09/2020,72.769,17.8,13.1,95,29206,0,1777
04/09/2020,70.431,17,11.8,98,29303,0,1777
05/09/2020,62.062,16.6,11.1,231,29534,0,1777
06/09/2020,62.851,17.5,13,138,29672,0,1777
07/09/2020,72.16,17.2,13.7,102,29774,0,1777
08/09/2020,77.23,20.4,15.7,307,30080,1,1778
09/09/2020,70.977,17,10.9,84,30164,3,1781
10/09/2020,70.873,15.2,11.8,196,30360,0,1781
11/09/2020,70.9,15.2,12.2,211,30571,1,1781
12/09/2020,62.508,18.1,10.9,159,30730,2,1783
13/09/2020,64.824,21.3,15.7,255,30985,1,1784
14/09/2020,73.771,18,15,208,31192,0,1784
15/09/2020,70.897,21.8,15.1,357,31549,3,1787
16/09/2020,77.122,23.2,14.7,254,31799,3,1788
17/09/2020,77.26,20.9,12.9,240,32023,1,1789
18/09/2020,71.922,20.1,8.8,253,32271,3,1792
19/09/2020,54.3,18,8.4,274,32538,0,1792
20/09/2020,62.349,19,6.9,396,32933,0,1792
21/09/2020,70.872,16.2,11,188,33121,0,1792
22/09/2020,72.356,17.2,9.9,334,33444,0,1792
23/09/2020,70.91,13.8,8,234,33675,2,1794
24/09/2020,71.63,13.5,8.1,324,33994,3,1797
25/09/2020,69.776,14,8.2,326,34315,0,1797
26/09/2020,65.455,13.8,2.9,248,34560,5,1802
27/09/2020,63.628,16.7,2.6,430,34990,0,1802
28/09/2020,72.255,16.2,7.9,390,35377,0,1802
29/09/2020,72.558,16.2,6,363,35740,1,1803
30/09/2020,75.206,13.8,6.5,429,36155,1,1804
01/10/2020,73.678,12,5.2,442,36597,4,1806
